Prop N.Neu.Sg.Dat.Indef	SNSD-P
Prop N.Neu.Sg.Nom.Def	SNSNAP
Prop N.Neu.Sg.Nom.Indef	SNSN-P
Pr __UNDEF__	DG
PUNCT LEFT	KO
PUNCT RIGHT	KO
PUNCT __UNDEF__	KO
__UNDEF__ __UNDEF__	X
V Imp.Pl	VMAPP2
V Imp.Pl.Pass	VMMPP2
V Imp.Sg	VMAPS2
V Imp.Sg.Pass	VMMPS2
V Ind.Prs.1Sg	VNAPS1
V Ind.Prs.1Sg.Pass	VNMPS1
V Ind.Prs.2Sg	VNAPS2
V Ind.Prs.2Sg.Pass	VNMPS2
V Ind.Prs.3Sg	VNAPS3
V Ind.Prs.3Sg.Pass	VNMPS3
V Ind.Prs.Pl	VNAPP3
V Ind.Prs.Pl.Pass	VNMPP3
V Ind.Prt.1Sg	VNAAS1
V Ind.Prt.2Sg	VNAAS2
V Ind.Prt.3Sg	VNAAS3
V Ind.Prt.3Sg.Pass	VNMAS3
V Ind.Prt.Pl	VNAAP3
V Ind.Prt.Pl.Pass	VNMAP3
V Ind.Prt.Sg	VNAAS3
V Ind.Prt.Sg.Pass	VNMAS3
V Inf	VIA
V Inf.Pass	VIM
V PrfPrc	VAAMSN
V* PrfPrc.A*.Cmp.Adv	X
V* PrfPrc.A.Cmp.Fem.Sg.Acc.Indef	VAAFSA
V* PrfPrc.A.Cmp.Fem.Sg.Dat.Indef	VAAFSD
V* PrfPrc.A.Cmp.Fem.Sg.Nom.Indef	VAAFSN
V* PrfPrc.A.Cmp.Msc.Sg.Acc.Def	VAAMSA
V* PrfPrc.A.Cmp.Msc.Sg.Acc.Indef	VAAMSA
V* PrfPrc.A.Cmp.Msc.Sg.Dat.Indef	VAAMSD
V* PrfPrc.A.Cmp.Msc.Sg.Nom.Def	VAAMSN
V* PrfPrc.A.Cmp.Msc.Sg.Nom.Indef	VAAMSN
V* PrfPrc.A.Cmp.Neu.Sg.Acc.Indef	VAANSA
V* PrfPrc.A.Cmp.Neu.Sg.Dat.Def	VAANSD
V* PrfPrc.A.Cmp.Neu.Sg.Dat.Indef	VAANSD
V* PrfPrc.A.Cmp.Neu.Sg.Nom.Indef	VAANSN
V* PrfPrc.Adv	VAANAN
V* PrfPrc.A.Fem.Pl.Acc.Def	VAAFPA
V* PrfPrc.A.Fem.Pl.Acc.Indef	VAAFPA
V* PrfPrc.A*.Fem.Pl.Adv	VNAPP3
V* PrfPrc.A.Fem.Pl.Dat.Def	VAAFPD
V* PrfPrc.A.Fem.Pl.Dat.Indef	VAAFPD
V* PrfPrc.A.Fem.Pl.Gen.Def	VAAFPG
V* PrfPrc.A.Fem.Pl.Gen.Indef	VAAFPG
V* PrfPrc.A.Fem.Pl.Nom.Def	VAAFPN
V* PrfPrc.A.Fem.Pl.Nom.Indef	VAAFPN
V* PrfPrc.A.Fem.Sg.Acc.Def	VAAFSA
V* PrfPrc.A.Fem.Sg.Acc.Indef	VAAFSA
V* PrfPrc.A.Fem.Sg.Dat.Def	VAAFSD
V* PrfPrc.A.Fem.Sg.Dat.Indef	VAAFSD
V* PrfPrc.A.Fem.Sg.Gen.Def	VAAFSG
V* PrfPrc.A.Fem.Sg.Gen.Indef	VAAFSG
V* PrfPrc.A.Fem.Sg.Nom.Def	VAAFSN
V* PrfPrc.A.Fem.Sg.Nom.Indef	VAAFSN
V* PrfPrc.A.Msc.Pl.Acc.Def	VAAMPA
V* PrfPrc.A.Msc.Pl.Acc.Indef	VAAMPA
V* PrfPrc.A*.Msc.Pl.Adv	VNAPP3
V* PrfPrc.A.Msc.Pl.Dat.Def	VAAMPD
V* PrfPrc.A.Msc.Pl.Dat.Indef	VAAMPD
V* PrfPrc.A.Msc.Pl.Gen.Def	VAAMPG
V* PrfPrc.A.Msc.Pl.Nom.Def	VAAMPN
V* PrfPrc.A.Msc.Pl.Nom.Indef	VAAMPN
V* PrfPrc.A.Msc.Sg.Acc.Def	VAAMSA
V* PrfPrc.A.Msc.Sg.Acc.Indef	VAAMSA
V* PrfPrc.A.Msc.Sg.Dat.Def	VAAMSD
V* PrfPrc.A.Msc.Sg.Dat.Indef	VAAMSD
V* PrfPrc.A.Msc.Sg.Gen.Def	VAAMSG
V* PrfPrc.A.Msc.Sg.Nom.Def	VAAMSN
V* PrfPrc.A.Msc.Sg.Nom.Indef	VAAMSN
V* PrfPrc.A.Neu.Pl.Acc.Def	VAANPA
V* PrfPrc.A.Neu.Pl.Acc.Indef	VAANPA
V* PrfPrc.A*.Neu.Pl.Adv	VNAPP3
V* PrfPrc.A.Neu.Pl.Dat.Def	VAANPD
V* PrfPrc.A.Neu.Pl.Dat.Indef	VAANPD
V* PrfPrc.A.Neu.Pl.Gen.Def	VAANPG
V* PrfPrc.A.Neu.Pl.Gen.Indef	VAANPG
V* PrfPrc.A.Neu.Pl.Nom.Def	VAANPN
V* PrfPrc.A.Neu.Pl.Nom.Indef	VAANPN
V* PrfPrc.A.Neu.Sg.Acc.Def	VAANSA
V* PrfPrc.A.Neu.Sg.Acc.Indef	VAANSA
V* PrfPrc.A.Neu.Sg.Dat.Def	VAANSD
V* PrfPrc.A.Neu.Sg.Dat.Indef	VAANSD
V* PrfPrc.A.Neu.Sg.Gen.Indef	VAANSG
V* PrfPrc.A.Neu.Sg.Nom.Def	VAANSN
V* PrfPrc.A.Neu.Sg.Nom.Indef	VAANSN
V* PrfPrc.A.Superl.Fem.Sg.Acc.Indef	VAMFSA
V* PrfPrc.A.Superl.Fem.Sg.Dat.Indef	VAMFSD
V* PrfPrc.A.Superl.Fem.Sg.Nom.Indef	VAMFSN
V* PrfPrc.A.Superl.Neu.Sg.Acc.Indef	VAMNSA
V* PrfPrc.A.Superl.Neu.Sg.Dat.Indef	VAMNSD
V* PrfPrc.A.Superl.Neu.Sg.Nom.Indef	VAMNSN
V PrfPrc.Fem.Pl.Acc.Indef	VAAFPA
V PrfPrc.Fem.Pl.Dat.Indef	VAAFPD
V PrfPrc.Fem.Pl.Gen.Indef	VAAFPG
V PrfPrc.Fem.Pl.Nom.Indef	VAAFPN
V PrfPrc.Fem.Sg.Dat.Indef	VAAFSD
V PrfPrc.Fem.Sg.Nom.Indef	VAAFSN
V PrfPrc.Msc.Pl.Acc.Indef	VAAMPA
V PrfPrc.Msc.Pl.Dat.Indef	VAAMPD
V PrfPrc.Msc.Pl.Gen.Indef	VAAMPG
V PrfPrc.Msc.Pl.Nom.Indef	VAAMPN
V PrfPrc.Msc.Sg.Acc.Indef	VAAMSA
V PrfPrc.Msc.Sg.Dat.Indef	VAAMSD
V PrfPrc.Msc.Sg.Nom.Indef	VAAMSN
V PrfPrc.Neu.Pl.Acc.Indef	VAANPA
V PrfPrc.Neu.Pl.Dat.Indef	VAANPD
V PrfPrc.Neu.Pl.Gen.Indef	VAANPG
V PrfPrc.Neu.Pl.Nom.Indef	VAANPN
V PrfPrc.Neu.Sg.Acc.Indef	VAANSA
V PrfPrc.Neu.Sg.Dat.Indef	VAANSD
V PrfPrc.Pass	VNMPS3
V PrsPrc	VPN
V* PrsPrc.Adv	VPN
V* PrsPrc.A.Fem.Pl.Acc.Def	VPN
V* PrsPrc.A.Fem.Pl.Acc.Indef	VPN
V* PrsPrc.A.Fem.Pl.Dat.Def	VPN
V* PrsPrc.A.Fem.Pl.Dat.Indef	VPN
V* PrsPrc.A.Fem.Pl.Nom.Def	VPN
V* PrsPrc.A.Fem.Pl.Nom.Indef	VPN
V* PrsPrc.A.Fem.Sg.Acc.Def	VPN
V* PrsPrc.A.Fem.Sg.Acc.Indef	VPN
V* PrsPrc.A.Fem.Sg.Dat.Def	VPN
V* PrsPrc.A.Fem.Sg.Dat.Indef	VPN
V* PrsPrc.A.Fem.Sg.Nom.Def	VPN
V* PrsPrc.A.Fem.Sg.Nom.Indef	VPN
V* PrsPrc.A.Msc.Pl.Acc.Def	VPN
V* PrsPrc.A.Msc.Pl.Acc.Indef	VPN
V* PrsPrc.A.Msc.Pl.Dat.Def	VPN
V* PrsPrc.A.Msc.Pl.Dat.Indef	VPN
V* PrsPrc.A.Msc.Pl.Gen.Indef	VPN
V* PrsPrc.A.Msc.Pl.Nom.Def	VPN
V* PrsPrc.A.Msc.Pl.Nom.Indef	VPN
V* PrsPrc.A.Msc.Sg.Acc.Def	VPN
V* PrsPrc.A.Msc.Sg.Acc.Indef	VPN
V* PrsPrc.A.Msc.Sg.Dat.Def	VPN
V* PrsPrc.A.Msc.Sg.Dat.Indef	VPN
V* PrsPrc.A.Msc.Sg.Nom.Def	VPN
V* PrsPrc.A.Msc.Sg.Nom.Indef	VPN
V* PrsPrc.A.Neu.Pl.Acc.Def	VPN
V* PrsPrc.A.Neu.Pl.Acc.Indef	VPN
V* PrsPrc.A.Neu.Pl.Dat.Def	VPN
V* PrsPrc.A.Neu.Pl.Dat.Indef	VPN
V* PrsPrc.A.Neu.Pl.Gen.Indef	VPN
V* PrsPrc.A.Neu.Pl.Nom.Def	VPN
V* PrsPrc.A.Neu.Pl.Nom.Indef	VPN
V* PrsPrc.A.Neu.Sg.Acc.Def	VPN
V* PrsPrc.A.Neu.Sg.Acc.Indef	VPN
V* PrsPrc.A.Neu.Sg.Dat.Def	VPN
V* PrsPrc.A.Neu.Sg.Dat.Indef	VPN
V* PrsPrc.A.Neu.Sg.Gen.Indef	VPN
V* PrsPrc.A.Neu.Sg.Nom.Def	VPN
V* PrsPrc.A.Neu.Sg.Nom.Indef	VPN
V Sbj.3Sg	VNAAS3
V Sup	VAANSN
V Sup.Pass	VAMNSN
